GEO_ID,NAME,DP02_0124E,DP02_0059E,DP02_0061E,DP02_0064E,DP02_0065E,DP02_0068E,DP02_0066E,DP02_0062E,DP02_0067E,DP02_0060E,DP02_0063E,DP02_0001E,DP02_0017E,DP02_0016E,DP02_0004E,DP02_0010E,DP02_0015E,DP02_0006E,DP02_0002E,DP02_0081E,DP02_0087E,DP02_0082E,DP02_0084E,DP02_0086E,DP02_0085E,DP02_0083E,DP02_0080E,DP02_0059PE,DP02_0061PE,DP02_0064PE,DP02_0065PE,DP02_0068PE,DP02_0066PE,DP02_0062PE,DP02_0067PE,DP02_0060PE,DP02_0063PE,DP02_0004PE,DP02_0010PE,DP02_0015PE,DP02_0006PE,DP02_0002PE,DP02_0079PE,DP02_0081PE,DP02_0087PE,DP02_0082PE,DP02_0084PE,DP02_0086PE,DP02_0085PE,DP02_0083PE,DP02_0080PE
1400000US19155031700,Census Tract 317; Pottawattamie County; Iowa,4943,2899,56,389,485,857,372,945,2700,143,509,1560,3.1,2.5,37,296,543,259,968,1092,16,1076,828,381,447,248,3810,2899,1.9,13.4,16.7,29.6,12.8,32.6,93.1,4.9,17.6,2.4,19,34.8,16.6,62.1,4902,22.3,0.3,22,16.9,7.8,9.1,5.1,77.7
1400000US19155031800,Census Tract 318; Pottawattamie County; Iowa,3016,2353,82,209,438,747,309,602,2213,58,655,1296,2.83,2.14,16,276,546,312,692,457,0,457,239,163,76,218,2559,2353,3.5,8.9,18.6,31.7,13.1,25.6,94.1,2.5,27.8,1.2,21.3,42.1,24.1,53.4,3016,15.2,0,15.2,7.9,5.4,2.5,7.2,84.8
1400000US19155031900,Census Tract 319; Pottawattamie County; Iowa,3613,2390,45,255,669,918,249,583,2314,31,558,1314,3.24,2.75,99,255,448,126,834,278,18,260,63,57,6,197,3270,2390,1.9,10.7,28,38.4,10.4,24.4,96.8,1.3,23.3,7.5,19.4,34.1,9.6,63.5,3548,7.8,0.5,7.3,1.8,1.6,0.2,5.6,92.2
1400000US19157370100,Census Tract 3701; Poweshiek County; Iowa,3307,2135,104,265,261,335,74,954,2002,29,448,1404,2.87,2.32,179,206,451,374,645,298,4,294,64,2,62,230,2956,2135,4.9,12.4,12.2,15.7,3.5,44.7,93.8,1.4,21,12.7,14.7,32.1,26.6,45.9,3254,9.2,0.1,9,2,0.1,1.9,7.1,90.8
1400000US19157370200,Census Tract 3702; Poweshiek County; Iowa,2720,2068,48,200,324,564,240,935,2004,16,305,1240,2.7,2.19,49,150,495,322,719,215,0,215,78,2,76,137,2503,2068,2.3,9.7,15.7,27.3,11.6,45.2,96.9,0.8,14.7,4,12.1,39.9,26,58,2718,7.9,0,7.9,2.9,0.1,2.8,5,92.1
1400000US19157370300,Census Tract 3703; Poweshiek County; Iowa,5140,2748,49,285,592,1351,759,645,2620,79,339,1751,2.73,2.19,125,321,601,293,1012,1501,31,1470,863,662,201,607,3623,2748,1.8,10.4,21.5,49.2,27.6,23.5,95.3,2.9,12.3,7.1,18.3,34.3,16.7,57.8,5124,29.3,0.6,28.7,16.8,12.9,3.9,11.8,70.7
1400000US19157370400,Census Tract 3704; Poweshiek County; Iowa,4434,3100,74,197,540,878,338,1244,2926,100,607,2025,3.37,2.08,154,852,841,407,612,692,0,692,243,50,193,449,3734,3100,2.4,6.4,17.4,28.3,10.9,40.1,94.4,3.2,19.6,7.6,42.1,41.5,20.1,30.2,4426,15.6,0,15.6,5.5,1.1,4.4,10.1,84.4
1400000US19157370500,Census Tract 3705; Poweshiek County; Iowa,3007,2109,61,194,266,384,118,967,1986,62,441,1341,2.88,2.2,70,360,442,288,623,484,2,482,233,62,171,249,2514,2109,2.9,9.2,12.6,18.2,5.6,45.9,94.2,2.9,20.9,5.2,26.8,33,21.5,46.5,2998,16.1,0.1,16.1,7.8,2.1,5.7,8.3,83.9
1400000US19159950100,Census Tract 9501; Ringgold County; Iowa,1916,1301,46,130,248,360,112,413,1230,25,327,713,3.14,2.5,44,97,217,135,437,171,6,165,117,40,77,48,1706,1301,3.5,10,19.1,27.7,8.6,31.7,94.5,1.9,25.1,6.2,13.6,30.4,18.9,61.3,1877,9.1,0.3,8.8,6.2,2.1,4.1,2.6,90.9
1400000US19159950200,Census Tract 9502; Ringgold County; Iowa,2774,1912,86,239,260,366,106,793,1790,36,392,1131,2.97,2.38,42,280,398,245,564,371,5,366,222,37,185,144,2388,1912,4.5,12.5,13.6,19.1,5.5,41.5,93.6,1.9,20.5,3.7,24.8,35.2,21.7,49.9,2759,13.4,0.2,13.3,8,1.3,6.7,5.2,86.6
1400000US19161080100,Census Tract 801; Sac County; Iowa,2770,1905,108,176,261,360,99,658,1707,90,513,1192,2.86,2.32,41,177,332,347,627,267,39,228,148,62,86,80,2480,1905,5.7,9.2,13.7,18.9,5.2,34.5,89.6,4.7,26.9,3.4,14.8,27.9,29.1,52.6,2747,9.7,1.4,8.3,5.4,2.3,3.1,2.9,90.3
1400000US19161080200,Census Tract 802; Sac County; Iowa,2507,1678,32,217,258,323,65,617,1602,44,445,995,3.02,2.45,64,180,404,161,590,184,0,184,106,10,96,78,2258,1678,1.9,12.9,15.4,19.2,3.9,36.8,95.5,2.6,26.5,6.4,18.1,40.6,16.2,59.3,2442,7.5,0,7.5,4.3,0.4,3.9,3.2,92.5
1400000US19161080300,Census Tract 803; Sac County; Iowa,2253,1599,29,281,299,413,114,498,1555,15,363,923,2.75,2.4,48,210,427,105,560,175,28,147,81,30,51,66,2071,1599,1.8,17.6,18.7,25.8,7.1,31.1,97.2,0.9,22.7,5.2,22.8,46.3,11.4,60.7,2246,7.8,1.2,6.5,3.6,1.3,2.3,2.9,92.2
1400000US19161080400,Census Tract 804; Sac County; Iowa,2248,1720,83,303,291,398,107,602,1600,37,297,1100,2.68,1.97,43,370,370,190,497,214,1,213,48,22,26,165,2019,1720,4.8,17.6,16.9,23.1,6.2,35,93,2.2,17.3,3.9,33.6,33.6,17.3,45.2,2233,9.6,0,9.5,2.1,1,1.2,7.4,90.4
1400000US19163010101,Census Tract 101.01; Scott County; Iowa,3456,2502,114,435,483,684,201,665,2342,46,558,1337,2.93,2.58,117,161,503,158,901,389,0,389,123,49,74,266,3064,2502,4.6,17.4,19.3,27.3,8,26.6,93.6,1.8,22.3,8.8,12,37.6,11.8,67.4,3453,11.3,0,11.3,3.6,1.4,2.1,7.7,88.7
1400000US19163010103,Census Tract 101.03; Scott County; Iowa,4595,2732,44,161,937,1977,1040,184,2688,0,366,1548,3.46,2.97,58,317,363,54,1119,485,0,485,234,32,202,251,4097,2732,1.6,5.9,34.3,72.4,38.1,6.7,98.4,0,13.4,3.7,20.5,23.4,3.5,72.3,4582,10.6,0,10.6,5.1,0.7,4.4,5.5,89.4
1400000US19163010104,Census Tract 101.04; Scott County; Iowa,4149,2512,156,302,476,732,256,628,2342,14,680,1517,2.93,2.74,139,289,448,325,764,1266,0,1266,1034,885,149,232,2847,2512,6.2,12,18.9,29.1,10.2,25,93.2,0.6,27.1,9.2,19.1,29.5,21.4,50.4,4113,30.8,0,30.8,25.1,21.5,3.6,5.6,69.2
1400000US19163010201,Census Tract 102.01; Scott County; Iowa,6988,4344,42,458,1359,1959,600,943,4302,0,942,2666,3.19,2.62,154,583,750,402,1527,882,0,882,222,91,131,660,6059,4344,1,10.5,31.3,45.1,13.8,21.7,99,0,21.7,5.8,21.9,28.1,15.1,57.3,6941,12.7,0,12.7,3.2,1.3,1.9,9.5,87.3
1400000US19163010202,Census Tract 102.02; Scott County; Iowa,5632,3811,35,431,943,1432,489,1066,3735,41,806,2086,2.98,2.7,94,494,619,167,1331,416,0,416,55,1,54,361,5211,3811,0.9,11.3,24.7,37.6,12.8,28,98,1.1,21.1,4.5,23.7,29.7,8,63.8,5627,7.4,0,7.4,1,0,1,6.4,92.6
1400000US19163010300,Census Tract 103; Scott County; Iowa,2195,1593,20,290,275,400,125,647,1563,10,226,958,2.73,2.29,51,164,366,175,568,110,0,110,40,10,30,70,2061,1593,1.3,18.2,17.3,25.1,7.8,40.6,98.1,0.6,14.2,5.3,17.1,38.2,18.3,59.3,2171,5.1,0,5.1,1.8,0.5,1.4,3.2,94.9
1400000US19163010401,Census Tract 104.01; Scott County; Iowa,5572,3905,134,420,714,1010,296,1309,3655,116,916,2308,2.93,2.39,148,432,831,456,1272,400,4,396,78,37,41,318,5096,3905,3.4,10.8,18.3,25.9,7.6,33.5,93.6,3,23.5,6.4,18.7,36,19.8,55.1,5496,7.3,0.1,7.2,1.4,0.7,0.7,5.8,92.7
1400000US19163010402,Census Tract 104.02; Scott County; Iowa,3325,2597,118,387,564,787,223,815,2458,21,469,1317,2.75,2.52,108,170,330,120,919,263,0,263,97,42,55,166,3046,2597,4.5,14.9,21.7,30.3,8.6,31.4,94.6,0.8,18.1,8.2,12.9,25.1,9.1,69.8,3309,7.9,0,7.9,2.9,1.3,1.7,5,92.1
1400000US19163010600,Census Tract 106; Scott County; Iowa,2757,1843,75,220,173,249,76,569,1453,315,415,1234,3.98,2.16,133,573,189,371,157,931,304,627,388,304,84,239,1820,1843,4.1,11.9,9.4,13.5,4.1,30.9,78.8,17.1,22.5,10.8,46.4,15.3,30.1,12.7,2751,33.8,11.1,22.8,14.1,11.1,3.1,8.7,66.2
1400000US19163010700,Census Tract 107; Scott County; Iowa,1240,896,70,92,118,187,69,315,697,129,103,553,2.63,2.09,61,176,153,129,187,171,0,171,85,49,36,86,1053,896,7.8,10.3,13.2,20.9,7.7,35.2,77.8,14.4,11.5,11,31.8,27.7,23.3,33.8,1224,14,0,14,6.9,4,2.9,7,86
1400000US19163010800,Census Tract 108; Scott County; Iowa,2645,1815,192,133,121,147,26,747,1446,177,419,1016,3.58,2.5,52,387,319,258,319,428,84,344,158,52,106,186,2173,1815,10.6,7.3,6.7,8.1,1.4,41.2,79.7,9.8,23.1,5.1,38.1,31.4,25.4,31.4,2601,16.5,3.2,13.2,6.1,2,4.1,7.2,83.5
1400000US19163010900,Census Tract 109; Scott County; Iowa,2229,1556,135,83,204,287,83,628,1373,48,375,1072,2.97,1.72,56,613,248,343,60,1136,0,1136,441,225,216,695,1073,1556,8.7,5.3,13.1,18.4,5.3,40.4,88.2,3.1,24.1,5.2,57.2,23.1,32,5.6,2209,51.4,0,51.4,20,10.2,9.8,31.5,48.6
1400000US19163011000,Census Tract 110; Scott County; Iowa,2735,1873,291,121,80,114,34,1024,1574,8,315,1012,3.15,2.7,195,244,309,152,421,201,0,201,162,162,0,39,2473,1873,15.5,6.5,4.3,6.1,1.8,54.7,84,0.4,16.8,19.3,24.1,30.5,15,41.6,2674,7.5,0,7.5,6.1,6.1,0,1.5,92.5
1400000US19163011100,Census Tract 111; Scott County; Iowa,2801,1893,99,262,206,362,156,683,1782,12,475,1200,2.91,2.33,166,415,360,130,489,226,0,226,185,88,97,41,2458,1893,5.2,13.8,10.9,19.1,8.2,36.1,94.1,0.6,25.1,13.8,34.6,30,10.8,40.8,2684,8.4,0,8.4,6.9,3.3,3.6,1.5,91.6
1400000US19163011200,Census Tract 112; Scott County; Iowa,2347,1450,72,192,228,265,37,586,1309,69,266,1038,3.55,2.26,72,487,248,222,257,551,31,520,401,382,19,119,1716,1450,5,13.2,15.7,18.3,2.6,40.4,90.3,4.8,18.3,6.9,46.9,23.9,21.4,24.8,2267,24.3,1.4,22.9,17.7,16.9,0.8,5.2,75.7
1400000US19163011300,Census Tract 113; Scott County; Iowa,4520,1606,54,200,244,331,87,526,1509,43,452,1034,3.82,3.02,107,333,208,208,386,1158,3,1155,500,365,135,655,3329,1606,3.4,12.5,15.2,20.6,5.4,32.8,94,2.7,28.1,10.3,32.2,20.1,20.1,37.3,4487,25.8,0.1,25.7,11.1,8.1,3,14.6,74.2
1400000US19163011400,Census Tract 114; Scott County; Iowa,2359,1283,175,206,100,142,42,434,1097,11,315,915,3.65,2.48,112,236,159,366,201,364,0,364,110,65,45,254,1995,1283,13.6,16.1,7.8,11.1,3.3,33.8,85.5,0.9,24.6,12.2,25.8,17.4,40,22,2359,15.4,0,15.4,4.7,2.8,1.9,10.8,84.6
1400000US19163011500,Census Tract 115; Scott County; Iowa,2094,1442,55,222,258,374,116,426,1346,41,324,906,3.13,2.31,114,259,154,167,366,452,0,452,95,66,29,357,1627,1442,3.8,15.4,17.9,25.9,8,29.5,93.3,2.8,22.5,12.6,28.6,17,18.4,40.4,2079,21.7,0,21.7,4.6,3.2,1.4,17.2,78.3
1400000US19163011600,Census Tract 116; Scott County; Iowa,3315,2367,46,345,481,769,288,574,2313,8,625,1346,3.19,2.41,179,324,326,274,569,183,0,183,69,65,4,114,3037,2367,1.9,14.6,20.3,32.5,12.2,24.3,97.7,0.3,26.4,13.3,24.1,24.2,20.4,42.3,3220,5.7,0,5.7,2.1,2,0.1,3.5,94.3
1400000US19163011700,Census Tract 117; Scott County; Iowa,2925,2282,58,197,550,803,253,530,2171,53,641,1446,2.61,2.02,290,324,362,276,556,303,0,303,12,12,0,291,2610,2282,2.5,8.6,24.1,35.2,11.1,23.2,95.1,2.3,28.1,20.1,22.4,25,19.1,38.5,2913,10.4,0,10.4,0.4,0.4,0,10,89.6
1400000US19163011800,Census Tract 118; Scott County; Iowa,1996,1499,30,301,317,475,158,244,1469,0,449,1047,2.98,1.85,82,305,230,360,300,279,0,279,88,24,64,191,1699,1499,2,20.1,21.1,31.7,10.5,16.3,98,0,30,7.8,29.1,22,34.4,28.7,1978,14.1,0,14.1,4.4,1.2,3.2,9.7,85.9
1400000US19163011900,Census Tract 119; Scott County; Iowa,2914,2040,58,296,382,465,83,772,1955,27,422,1343,2.76,2.17,147,484,583,181,531,291,0,291,78,18,60,213,2525,2040,2.8,14.5,18.7,22.8,4.1,37.8,95.8,1.3,20.7,10.9,36,43.4,13.5,39.5,2816,10.3,0,10.3,2.8,0.6,2.1,7.6,89.7
1400000US19163012000,Census Tract 120; Scott County; Iowa,3702,2597,70,344,489,711,222,842,2403,124,506,1465,3.03,2.52,51,303,455,287,824,291,23,268,103,79,24,165,3396,2597,2.7,13.2,18.8,27.4,8.5,32.4,92.5,4.8,19.5,3.5,20.7,31.1,19.6,56.2,3687,7.9,0.6,7.3,2.8,2.1,0.7,4.5,92.1
1400000US19163012100,Census Tract 121; Scott County; Iowa,3748,2800,116,551,255,409,154,858,2664,20,846,1755,2.74,2.14,289,393,502,501,572,530,12,518,62,55,7,456,3191,2800,4.1,19.7,9.1,14.6,5.5,30.6,95.1,0.7,30.2,16.5,22.4,28.6,28.5,32.6,3721,14.2,0.3,13.9,1.7,1.5,0.2,12.3,85.8
1400000US19163012200,Census Tract 122; Scott County; Iowa,1961,1435,145,272,122,152,30,561,1254,36,269,894,2.86,2.19,118,239,217,191,346,111,0,111,7,0,7,104,1850,1435,10.1,19,8.5,10.6,2.1,39.1,87.4,2.5,18.7,13.2,26.7,24.3,21.4,38.7,1961,5.7,0,5.7,0.4,0,0.4,5.3,94.3
1400000US19163012300,Census Tract 123; Scott County; Iowa,1454,1026,129,146,53,78,25,428,874,23,222,627,3.08,2.32,82,146,162,169,230,100,0,100,7,0,7,93,1333,1026,12.6,14.2,5.2,7.6,2.4,41.7,85.2,2.2,21.6,13.1,23.3,25.8,27,36.7,1433,7,0,7,0.5,0,0.5,6.5,93
1400000US19163012400,Census Tract 124; Scott County; Iowa,1302,962,118,54,251,298,47,346,831,13,133,549,2.82,2.37,45,86,146,176,242,72,0,72,41,36,5,31,1230,962,12.3,5.6,26.1,31,4.9,36,86.4,1.4,13.8,8.2,15.7,26.6,32.1,44.1,1302,5.5,0,5.5,3.1,2.8,0.4,2.4,94.5
1400000US19163012501,Census Tract 125.01; Scott County; Iowa,4169,3178,346,392,467,621,154,896,2728,104,819,1756,2.75,2.37,114,506,591,355,781,440,0,440,70,10,60,370,3656,3178,10.9,12.3,14.7,19.5,4.8,28.2,85.8,3.3,25.8,6.5,28.8,33.7,20.2,44.5,4096,10.7,0,10.7,1.7,0.2,1.5,9,89.3
1400000US19163012502,Census Tract 125.02; Scott County; Iowa,3822,2745,52,334,585,752,167,806,2580,113,688,1744,2.73,2.13,168,585,343,378,613,472,0,472,192,73,119,280,3306,2745,1.9,12.2,21.3,27.4,6.1,29.4,94,4.1,25.1,9.6,33.5,19.7,21.7,35.1,3778,12.5,0,12.5,5.1,1.9,3.1,7.4,87.5
1400000US19163012601,Census Tract 126.01; Scott County; Iowa,5216,3349,127,264,506,815,309,1326,3121,101,716,2016,3.24,2.56,162,665,501,365,824,362,0,362,32,0,32,330,4777,3349,3.8,7.9,15.1,24.3,9.2,39.6,93.2,3,21.4,8,33,24.9,18.1,40.9,5139,7,0,7,0.6,0,0.6,6.4,93
1400000US19163012602,Census Tract 126.02; Scott County; Iowa,4102,2760,219,221,460,578,118,1022,2466,75,645,1563,3.3,2.62,95,557,661,155,756,271,0,271,89,68,21,182,3794,2760,7.9,8,16.7,20.9,4.3,37,89.3,2.7,23.4,6.1,35.6,42.3,9.9,48.4,4065,6.7,0,6.7,2.2,1.7,0.5,4.5,93.3
1400000US19163012701,Census Tract 127.01; Scott County; Iowa,3112,2189,92,207,401,750,349,580,2047,50,510,1274,3.03,2.44,100,418,538,108,648,230,0,230,62,60,2,168,2830,2189,4.2,9.5,18.3,34.3,15.9,26.5,93.5,2.3,23.3,7.8,32.8,42.2,8.5,50.9,3060,7.5,0,7.5,2,2,0.1,5.5,92.5
1400000US19163012702,Census Tract 127.02; Scott County; Iowa,3163,2429,66,299,623,875,252,662,2324,39,488,1406,2.58,2.15,145,392,604,193,676,343,1,342,54,29,25,288,2810,2429,2.7,12.3,25.6,36,10.4,27.3,95.7,1.6,20.1,10.3,27.9,43,13.7,48.1,3153,10.9,0,10.8,1.7,0.9,0.8,9.1,89.1
1400000US19163012801,Census Tract 128.01; Scott County; Iowa,4923,3288,148,509,677,1030,353,804,3110,30,767,2132,2.98,2.27,166,820,833,274,872,621,0,621,260,148,112,361,4195,3288,4.5,15.5,20.6,31.3,10.7,24.5,94.6,0.9,23.3,7.8,38.5,39.1,12.9,40.9,4816,12.9,0,12.9,5.4,3.1,2.3,7.5,87.1
1400000US19163012802,Census Tract 128.02; Scott County; Iowa,5281,3291,215,377,843,1131,288,835,3058,18,715,2332,2.98,2.23,178,640,523,731,783,1716,0,1716,959,922,37,757,3565,3291,6.5,11.5,25.6,34.4,8.8,25.4,92.9,0.5,21.7,7.6,27.4,22.4,31.3,33.6,5281,32.5,0,32.5,18.2,17.5,0.7,14.3,67.5
1400000US19163012901,Census Tract 129.01; Scott County; Iowa,5714,3871,108,287,1267,2023,756,569,3702,61,823,2396,2.91,2.28,159,563,412,559,1115,1110,27,1083,303,223,80,780,4506,3871,2.8,7.4,32.7,52.3,19.5,14.7,95.6,1.6,21.3,6.6,23.5,17.2,23.3,46.5,5616,19.8,0.5,19.3,5.4,4,1.4,13.9,80.2
1400000US19163012902,Census Tract 129.02; Scott County; Iowa,6183,4305,170,441,1023,2007,984,1115,4069,66,506,2429,2.97,2.5,206,653,872,219,1351,714,0,714,74,38,36,640,5403,4305,3.9,10.2,23.8,46.6,22.9,25.9,94.5,1.5,11.8,8.5,26.9,35.9,9,55.6,6117,11.7,0,11.7,1.2,0.6,0.6,10.5,88.3
1400000US19163013000,Census Tract 130; Scott County; Iowa,4780,3565,51,461,1010,1549,539,775,3407,107,622,2255,2.82,2.1,194,462,684,565,1034,510,0,510,357,259,98,153,4246,3565,1.4,12.9,28.3,43.5,15.1,21.7,95.6,3,17.4,8.6,20.5,30.3,25.1,45.9,4756,10.7,0,10.7,7.5,5.4,2.1,3.2,89.3
1400000US19163013100,Census Tract 131; Scott County; Iowa,1939,1539,10,94,488,999,511,180,1529,0,256,912,2.84,2.13,46,199,318,160,507,282,17,265,67,67,0,198,1637,1539,0.6,6.1,31.7,64.9,33.2,11.7,99.4,0,16.6,5,21.8,34.9,17.5,55.6,1919,14.7,0.9,13.8,3.5,3.5,0,10.3,85.3
1400000US19163013200,Census Tract 132; Scott County; Iowa,1574,1218,55,160,325,540,215,259,1160,3,201,795,2.62,1.98,60,221,296,173,341,214,11,203,35,35,0,168,1360,1218,4.5,13.1,26.7,44.3,17.7,21.3,95.2,0.2,16.5,7.5,27.8,37.2,21.8,42.9,1574,13.6,0.7,12.9,2.2,2.2,0,10.7,86.4
1400000US19163013300,Census Tract 133; Scott County; Iowa,3273,2212,75,188,465,773,308,537,2137,0,639,1427,2.86,2.29,252,289,452,358,528,617,0,617,274,265,9,343,2609,2212,3.4,8.5,21,34.9,13.9,24.3,96.6,0,28.9,17.7,20.3,31.7,25.1,37,3226,19.1,0,19.1,8.5,8.2,0.3,10.6,80.9
1400000US19163013400,Census Tract 134; Scott County; Iowa,2901,2150,51,201,303,556,253,664,2099,0,678,1284,2.81,2.2,107,529,353,194,454,218,0,218,22,18,4,196,2671,2150,2.4,9.3,14.1,25.9,11.8,30.9,97.6,0,31.5,8.3,41.2,27.5,15.1,35.4,2889,7.5,0,7.5,0.8,0.6,0.1,6.8,92.5
1400000US19163013500,Census Tract 135; Scott County; Iowa,4116,2474,0,335,727,1054,327,495,2446,28,562,1476,3.34,2.79,175,376,356,157,768,460,12,448,199,199,0,249,3631,2474,0,13.5,29.4,42.6,13.2,20,98.9,1.1,22.7,11.9,25.5,24.1,10.6,52,4091,11.2,0.3,11,4.9,4.9,0,6.1,88.8
1400000US19163013600,Census Tract 136; Scott County; Iowa,2592,1744,48,174,504,641,137,549,1695,1,331,900,3.06,2.88,51,157,230,87,605,165,0,165,107,107,0,58,2385,1744,2.8,10,28.9,36.8,7.9,31.5,97.2,0.1,19,5.7,17.4,25.6,9.7,67.2,2550,6.5,0,6.5,4.2,4.2,0,2.3,93.5
1400000US19163013702,Census Tract 137.02; Scott County; Iowa,5743,4099,109,446,1209,2284,1075,563,3959,31,666,2365,2.86,2.41,29,381,919,410,1545,603,0,603,126,38,88,477,5140,4099,2.7,10.9,29.5,55.7,26.2,13.7,96.6,0.8,16.2,1.2,16.1,38.9,17.3,65.3,5743,10.5,0,10.5,2.2,0.7,1.5,8.3,89.5
1400000US19163013703,Census Tract 137.03; Scott County; Iowa,2880,1755,0,209,712,988,276,240,1755,0,318,993,3.28,2.9,0,218,245,76,699,230,30,200,55,1,54,145,2564,1755,0,11.9,40.6,56.3,15.7,13.7,100,0,18.1,0,22,24.7,7.7,70.4,2794,8.2,1.1,7.2,2,0,1.9,5.2,91.8
1400000US19163013705,Census Tract 137.05; Scott County; Iowa,5481,3952,125,411,1241,1920,679,761,3800,27,708,2679,2.78,2.04,183,1006,904,598,892,839,15,824,148,118,30,676,4561,3952,3.2,10.4,31.4,48.6,17.2,19.3,96.2,0.7,17.9,6.8,37.6,33.7,22.3,33.3,5400,15.5,0.3,15.3,2.7,2.2,0.6,12.5,84.5
1400000US19163013706,Census Tract 137.06; Scott County; Iowa,8395,5563,79,323,2139,3842,1703,542,5434,50,727,3113,3.19,2.67,62,498,793,365,2188,905,53,852,466,282,184,386,7442,5563,1.4,5.8,38.5,69.1,30.6,9.7,97.7,0.9,13.1,2,16,25.5,11.7,70.3,8347,10.8,0.6,10.2,5.6,3.4,2.2,4.6,89.2
1400000US19165960100,Census Tract 9601; Shelby County; Iowa,2894,2121,46,232,396,597,201,761,2066,9,476,1186,2.81,2.38,100,191,425,220,675,128,0,128,90,27,63,38,2743,2121,2.2,10.9,18.7,28.1,9.5,35.9,97.4,0.4,22.4,8.4,16.1,35.8,18.5,56.9,2871,4.5,0,4.5,3.1,0.9,2.2,1.3,95.5
1400000US19165960200,Census Tract 9602; Shelby County; Iowa,2960,2029,62,297,280,354,74,813,1927,40,463,1264,2.78,2.31,69,267,410,171,757,225,18,207,111,42,69,96,2720,2029,3.1,14.6,13.8,17.4,3.6,40.1,95,2,22.8,5.5,21.1,32.4,13.5,59.9,2945,7.6,0.6,7,3.8,1.4,2.3,3.3,92.4
1400000US19165960300,Census Tract 9603; Shelby County; Iowa,3662,2526,101,410,398,529,131,902,2363,62,522,1469,3.16,2.43,83,367,588,221,798,461,0,461,259,208,51,202,3201,2526,4,16.2,15.8,20.9,5.2,35.7,93.5,2.5,20.7,5.7,25,40,15,54.3,3662,12.6,0,12.6,7.1,5.7,1.4,5.5,87.4
1400000US19165960400,Census Tract 9604; Shelby County; Iowa,2221,1649,127,285,286,418,132,413,1490,32,374,1014,2.84,2.16,49,219,273,271,475,389,48,341,290,97,193,51,1821,1649,7.7,17.3,17.3,25.3,8,25,90.4,1.9,22.7,4.8,21.6,26.9,26.7,46.8,2210,17.6,2.2,15.4,13.1,4.4,8.7,2.3,82.4
1400000US19167070100,Census Tract 701; Sioux County; Iowa,3745,2275,72,381,344,460,116,773,2139,64,525,1262,3.34,2.86,73,230,402,130,829,232,0,232,126,82,44,106,3467,2275,3.2,16.7,15.1,20.2,5.1,34,94,2.8,23.1,5.8,18.2,31.9,10.3,65.7,3699,6.3,0,6.3,3.4,2.2,1.2,2.9,93.7
1400000US19167070200,Census Tract 702; Sioux County; Iowa,5086,3035,67,483,868,1091,223,781,2852,116,497,1609,3.37,3.11,41,185,443,209,1174,498,5,493,108,86,22,385,4493,3035,2.2,15.9,28.6,35.9,7.3,25.7,94,3.8,16.4,2.5,11.5,27.5,13,73,4991,10,0.1,9.9,2.2,1.7,0.4,7.7,90
1400000US19167070300,Census Tract 703; Sioux County; Iowa,6191,3805,163,438,542,773,231,1528,3447,195,708,2306,3.37,2.64,102,447,788,346,1411,266,29,237,45,1,44,192,5883,3805,4.3,11.5,14.2,20.3,6.1,40.2,90.6,5.1,18.6,4.4,19.4,34.2,15,61.2,6149,4.3,0.5,3.9,0.7,0,0.7,3.1,95.7
1400000US19167070400,Census Tract 704; Sioux County; Iowa,3988,2376,174,230,381,546,165,792,1959,243,391,1352,3.4,2.91,62,231,414,210,849,587,8,579,324,47,277,255,3374,2376,7.3,9.7,16,23,6.9,33.3,82.4,10.2,16.5,4.6,17.1,30.6,15.5,62.8,3961,14.8,0.2,14.6,8.2,1.2,7,6.4,85.2
1400000US19167070500,Census Tract 705; Sioux County; Iowa,3082,2025,52,320,424,499,75,636,1937,36,482,1192,2.91,2.58,50,109,348,153,880,263,0,263,39,19,20,224,2784,2025,2.6,15.8,20.9,24.6,3.7,31.4,95.7,1.8,23.8,4.2,9.1,29.2,12.8,73.8,3047,8.6,0,8.6,1.3,0.6,0.7,7.4,91.4
1400000US19167070601,Census Tract 706.01; Sioux County; Iowa,2016,1132,38,99,411,603,192,285,1084,10,97,696,2.62,2.05,0,168,292,103,425,354,2,352,299,150,149,53,1662,1132,3.4,8.7,36.3,53.3,17,25.2,95.8,0.9,8.6,0,24.1,42,14.8,61.1,2016,17.6,0.1,17.5,14.8,7.4,7.4,2.6,82.4
1400000US19167070602,Census Tract 706.02; Sioux County; Iowa,4271,2585,16,594,663,1044,381,488,2530,39,404,1527,3.36,2.65,0,249,452,335,943,586,1,585,352,130,222,233,3617,2585,0.6,23,25.6,40.4,14.7,18.9,97.9,1.5,15.6,0,16.3,29.6,21.9,61.8,4203,13.9,0,13.9,8.4,3.1,5.3,5.5,86.1
1400000US19167070701,Census Tract 707.01; Sioux County; Iowa,3658,2324,86,237,723,1029,306,516,2149,89,367,1343,3.21,2.67,7,319,437,134,883,273,35,238,80,22,58,158,3323,2324,3.7,10.2,31.1,44.3,13.2,22.2,92.5,3.8,15.8,0.5,23.8,32.5,10,65.7,3596,7.6,1,6.6,2.2,0.6,1.6,4.4,92.4
